peca_nome
Joelho 90°
Joelho 45°
Curva 90°
Curva 45°
Tê 90° Passagem Direta
Tê 90° Saída Bilateral
Tê 90° Saída Normal
Entrada de Borda
Saída de Canalização
Válvula de Pé e Crivo
Válvula de Retenção Tipo Leve
Válvula de Retenção Tipo Pesado
Registro de Globo Aberto
Registro de Gaveta Aberto
Registro de Ângulo Aberto
